id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
1547,Film,1,"[{'object': 'United_Kingdom', 'property': 'birthPlace', 'subject': 'Cyril_Frankel'}]","['Cyril Frankel was born in the UK.', ""Cyril Frankel's birth place was in the United Kingdom."", 'Cyril Frankel was born in the United Kingdom.']",Cyril Frankel was born in the United Kingdom.,1.0,0.9990234375,0.8018975257873535
1548,Artist,2,"[{'object': 'Trance_music', 'property': 'genre', 'subject': 'Andrew_Rayel'}, {'object': 'Jwaydan_Moyine', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Andrew_Rayel'}]","['Though associated with Jwaydan Moyine, trance music was the genre of choice for Andrew Rayel.', 'Andrew Rayel, who is associated with the musician Jwaydan Moyine, has performed the genre of Trance music.', 'Andrew Rayel is a Trance musician associated with musician Jwaydan Moyine.']",Andrew Rayel is associated with the genre Trance music. He is also associated with Jwaydan Moyine.,0.30856960108358766,0.610733695652174,1.0333681106567385
1549,Film,1,"[{'object': 'UK', 'property': 'birthPlace', 'subject': 'Harold_French'}]","['Harold French is born in the UK.', 'Harold French was born in the UK.', 'Harold French was born in the United Kingdom.']",Harold French was born in the UK.,1.0,0.9985422740524781,0.7044813632965088
1550,Airport,3,"[{'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': 'MK44', 'property': 'postalCode', 'subject': 'Thurleigh'}]","['The ICAO location identifier for the Bedford Aerodrome is EGBF which is located in Thurleigh, whose postal code is MK44.', ""The Bedford Aerodrome is located in Thurleigh, the postal code of which is MK44. Bedford Aerodrome's International Civil Aviation Organization (ICAO) identifier is EGBF."", 'Bedford Aerodrome is located in Thurleigh, which has the postal code MK44. The ICAO location identifier for Bedford Aerodrome is EGBF.']",Bedford Aerodrome is located in Thurleigh. The ICAO location identifier for Bedford Aerodrome is EGBF. The postal code for Thurleigh is MK44.,0.5821249838608055,0.7266982622432859,1.5326240062713623
1551,Airport,2,"[{'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}]","['The ICAO location identifier for Bedford Aerodrome is EGBF with its runway length of 1095.', 'Bedford Aerodrome has a runway length of 1095 and has an ICAO identifier of EGBF.', ""Bedford Aerodrome's International Civil Aviation Organization (ICAO) identifier is EGBF and the runway length is 1095.0.""]",Bedford Aerodrome has a runway length of 1095.0 and an ICAO location identifier of EGBF.,0.602328918675928,0.8240631163708086,1.1024372577667236
1552,Company,3,"[{'object': '2001-01-01', 'property': 'foundingDate', 'subject': 'Hypermarcas'}, {'object': 'S.A._(corporation)', 'property': 'type', 'subject': 'Hypermarcas'}, {'object': 'Mantecorp', 'property': 'subsidiary', 'subject': 'Hypermarcas'}]","['Hypermarcas, a type of S.A. (corporation), was founded on January 1, 2001, and has a subsidiary called Mantecorp.', 'S.A. corporation Hypermarcas, which was founded on January 1st, 2001, has a subsidiary called Mantecorp.', 'Mantecorp is a subsidiary of Hypermarcas, which is an S.A. corporation founded on January 1, 2001.']","Hypermarcas was founded on January 1, 2001. It is a corporation and has a subsidiary called Mantecorp.",0.6102169202557912,0.6651536312849161,1.2336344718933103
1553,CelestialBody,7,"[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1249.6', 'property': 'orbitalPeriod', 'subject': '1147_Stavropolis'}, {'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}, {'object': '11.5', 'property': 'absoluteMagnitude', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}, {'object': '20378.5', 'property': 'rotationPeriod', 'subject': '1147_Stavropolis'}, {'object': '260855000000.0', 'property': 'periapsis', 'subject': '1147_Stavropolis'}]","['1147 Stavropolis is an asteroid, discovered on 11 June 1929 by Grigory Neujmin. Its absolute magnitude is 11.5, and it has a rotation period of 20378.5. Its periapsis is 260855000000.0, orbital period is 1249.6 and the apoapsis is 418476000000.0 AU.', '1147 Stavropolis, an asteroid with a magnitude of 11.5, was discovered by Grigory Neujmin on June 11, 1929. The asteroid has a periapsis of 260855000000.0 and an apoapsis of 418476000000.0. The orbital period of 1147 Stavropolis is 1249.6 days and the rotation period is 20378.5.', 'The asteroid 1147 Stavropolis discovered by Grigory Neujmin on the 11th of June 1929 with a rotation period of 20378.5 has a absolute magnitude of 11.5. With periapsis and apoapsis of 260855000000 and 418476000000.0 respectively, the orbital period of the asteroid 1147 Stavropolis is 1249.6 days.']","The celestial object named ""1147_Stavropolis"" has an apoapsis of 418476000000.0, an orbital period of 1249.6, was discovered by Grigory_Neujmin, has an absolute magnitude of 11.5, was discovered on 1929-06-11, has a rotation period of 20378.5, and has a periapsis of 260855000000.0.",0.32004572624475963,0.41157696643976693,3.375380516052246
1554,Film,4,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Tom_Simon', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'HBO', 'property': 'broadcastedBy', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Geof_Bartz', 'property': 'editor', 'subject': 'Death_on_a_Factory_Farm'}]","['Death on a Factory Farm is an HBO Film directed and produced by Tom Simon. Geof Bartz is the editor.', 'Death on a Factory Farm is an HBO film directed, produced, and edited by Geof Bartz and Tom Simon.', 'Tom Simon directed and produced the film ‘Death on a Factory Farm’, which was broadcasted by HBO. Geof Bartz on the other hand edited the film.']","""Death on a Factory Farm"" is directed by Tom Simon and produced by Tom Simon. It is broadcasted by HBO and edited by Geof Bartz.",0.3117678347873245,0.5514810090702947,1.3253381252288818
1555,MeanOfTransportation,4,"[{'object': '""May 1950 - August 1956""', 'property': 'buildDate', 'subject': 'ALCO_RS-3'}, {'object': 'Four-stroke_engine', 'property': 'engine', 'subject': 'ALCO_RS-3'}, {'object': 'Diesel-electric_transmission', 'property': 'powerType', 'subject': 'ALCO_RS-3'}, {'object': '17068.8 (millimetres)', 'property': 'length', 'subject': 'ALCO_RS-3'}]","['The ALCO RS-3 has a four-stroke engine, a diesel-electric transmission and is 17068.8 millimetres in length. The ALCO RS-3 was produced between May 1950 and August 1956.', 'The ALCO RS-3 was produced between May 1950 and August 1956 and has a length of 17068.8 millimetres. It has a four-stroke engine and a diesel-electric transmission.', 'The ALCO RS-3 was produced between May 1950 and August 1956 and has a length of 17068.8 millimetres. The ALCO RS-3 has a four-stroke engine and a diesel-electric transmission.']",The ALCO RS-3 locomotive was built from May 1950 to August 1956. It is powered by a four-stroke engine and has a diesel-electric transmission. The length of the ALCO RS-3 is 17068.8 millimeters.,0.2033717397090786,0.6629567926944021,2.056966781616211
1556,MusicalWork,6,"[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Crucial_Blast', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}]","[""The Year of No Light's sludge metal album called Nord was released on Sept 6. 2006 followed by the album Live at Roadburn 2008. The Nord album was produced and released by Year of No Light under the Crucial Blast music label."", 'Year of No Light, a sludge metal band, produced and released their album Nord on June 9th 2006 with support from their label Crucial blast. This album preceded their next album Live at Roadburn that was released in 2008.', 'The album Nord was released on September 6, 2006, produced by Year of No Light, and is an album by Year of No Light.. Live at Roadburn 2008 was preceded by the album Nord, is in the sludge metal genre, and their record label is Crucial Blast.']","The album ""Nord"" by Year of No Light was released on September 6, 2006. It is followed by the album ""Live at Roadburn 2008"" by Year of No Light. The genre of the album is sludge metal. Year of No Light is both the producer and artist of the album. The album was released under the record label Crucial Blast.",0.2512271314188626,0.5498731608320649,2.6542391777038574
1557,Artist,5,"[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'Singing', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': 'United_States', 'property': 'origin', 'subject': 'Aaron_Turner'}, {'object': '1995', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]","['Aaron Turner, an American singer and musician in the Lotus Eaters band, started performing in 1995 in post metal genre.', 'Aaron Turner is a post-metal singer from the US who started performing in 1995 and is a musician in the Lotus Eaters band.', 'Aaron Turner was a post-metal singer born in the the United States who started performing in 1995 and is in the Lotus Eaters band.']",Aaron Turner is associated with the genre Post-metal. He is also associated with the band Lotus Eaters. Aaron Turner plays the instrument Singing. He is from the United States and has been active since 1995.,0.08312565735249723,0.2964143426294821,1.519470453262329
1558,City,4,"[{'object': 'Morelos', 'property': 'isPartOf', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}, {'object': '1147.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Ciudad_Ayala'}, {'object': 'Pacific_Daylight_Time', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala is located in the Pacific Daylight time zone and is 1147 metres above sea level. It is a city in Mexico and is based in the state of Morelos.', 'The Mexican based city of Ciudad Ayala in Morelos stands at 1147 metres above sea level and is in the PDT time zone.', 'A part of Morelos, the city of Ciudad Ayala is located in Mexico. It is elevated 1147 metres above sea level and is in the Pacific Daylight Timezone.']","Ciudad Ayala is a part of Morelos, Mexico. It is located at an elevation of 1147.0 meters above sea level and follows the Pacific Daylight Time.",0.23777203412247935,0.6744604316546763,1.444308519363403
1559,Film,5,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Tom_Simon', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'HBO', 'property': 'broadcastedBy', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Geof_Bartz', 'property': 'editor', 'subject': 'Death_on_a_Factory_Farm'}, {'object': '83.0', 'property': 'runtime', 'subject': 'Death_on_a_Factory_Farm'}]","['Tom Simon directed and produced the 83 minute movie Death on a Factory Farm which was edited by Geof Bartz and broadcasted by HBO.', 'Tom Simon directed and produced the 83 minute movie Death on a Factory Farm which was released by HBO and had Geof Bartz as the editor.', 'The HBO film Death on a Factory Farm was produced and directed by Tom Simon. The film, which runs 83 minutes, was edited by Geof Bartz.']","""Death on a Factory Farm"" is directed by Tom Simon and produced by Tom Simon. It is broadcasted by HBO. The editor of the film is Geof Bartz. The runtime of the film is 83.0 minutes.",0.12969527290112615,0.4732510288065844,2.131944417953491
1560,Artist,5,"[{'object': '1994-06-14', 'property': 'deathDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}, {'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Photographer', 'property': 'professionalField', 'subject': 'Liselotte_Grschebina'}]","['Liselotte Grschebina was born May 2, 1908 in Israel. She attended the school of Applied Arts in Stuttgart and became a professional photographer. She died on June 14, 1994.', 'Liselotte Grschebina was a photographer who has Israeli nationality and was born in May 2, 1908. She studied at the School of Applied Arts in Stuttgart and died on June 14, 1994.', 'Liselotte Grschebina (born May 2, 1908) was a professional Israeli photographer. She studied at the School of Applied Arts in Stuttgart before her death on June 14, 1994.']","Liselotte Grschebina was born on May 2, 1908. She died on June 14, 1994. She was a photographer. She was trained at the School of Applied Arts in Stuttgart. She was of Israeli nationality.",0.47270885259538475,0.6635630334981037,1.8355965614318848
1561,Airport,2,"[{'object': '3078.48', 'property': 'runwayLength', 'subject': 'Al_Asad_Airbase'}, {'object': 'United_States_Air_Force', 'property': 'operatingOrganisation', 'subject': 'Al_Asad_Airbase'}]","['Al Asad Airbase is operated by the United States Air Force and has a runway with the length of 3078.48.', 'The United States Air Force is the operating organisation for Al Asad airbase with a runway length of 3078.48.', 'Al Asad Airbase is operated by the United States Air Force and the runway has a length of 3078.48.']",Al Asad Airbase has a runway length of 3078.48. It is operated by the United States Air Force.,0.6073555551142588,0.8111152447089948,1.1087777614593506
1562,Athlete,1,"[{'object': '135000000.0', 'property': 'areaTotal', 'subject': 'Gdynia,_Poland'}]","['The total area for Gdynia, Poland is 135.0 square km.', 'The total area of Gdynia, Poland is 135,000,000.0.', 'Gdynia, Poland has a total area of 135 square kilometres.']","Gdynia, Poland has a total area of 135,000,000.0.",0.8694417438899829,0.7132444814660558,0.936629056930542
1563,Scientist,5,"[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}]","['Nurhan Atasoy, born of Turkish stock in Turkey on the date 1934-01-01, is a Turkish citizen with a residence in Istanbul.', 'Nurhan Atasoy is of Turkish citizenship and nationality. Nurhan lives in Istanbul and was born on January 1st, 1934.', 'Nurhan Atasoy, born of Turkish nationality in Turkey on the date 1 January 1934, has a residence in Istanbul.']","Nurhan Atasoy was born on January 1, 1934 in Turkey. She is a Turkish citizen and has Turkish nationality. She currently resides in Istanbul.",0.2555712284700666,0.4556050010595465,1.4107158184051514
1564,Building,5,"[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""101 Ukrop Way""', 'property': 'address', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Williamsburg,_Virginia', 'property': 'location', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'United_States', 'property': 'country', 'subject': 'Mason_School_of_Business'}]","['The architect of Alan B Miller Hall, at 101 Ukrop Way, Williamsburg, Virginia, USA, is Robert A M Stern. The Mason School of Business are the current occupants of Alan B Miller Hall.', 'The Alan B. Miller Hall was designed by Robert A.M. Stern. The current tenant of the Alan B. Miller Hall is the Mason School of Business. The Alan B. Miller Hall is located at ""101 Ukrop Way,"" Williamsburg, Virginia, in the United States.', 'Robert A.M. Stern was the designer of Alan B. Miller Hall which is at 101 Ukrop Way. The Mason School of Business are the current tenants of the Hall which is located in Virginia in Williamsburg, USA.']","Alan B. Miller Hall is an architectural structure designed by Robert A. M. Stern. It is located at ""101 Ukrop Way"" in Williamsburg, Virginia. The current tenant of Alan B. Miller Hall is the Mason School of Business. The Mason School of Business is located in the United States.",0.5470258349234498,0.7279845999612471,2.045846939086914
1565,Scientist,3,"[{'object': 'Darlington', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': '1726-01-01', 'property': 'birthDate', 'subject': 'Lady_Anne_Monson'}, {'object': 'Kingdom_of_England', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}]","['Lady Anne Monson was born on January 1, 1726 in Darlington, the Kingdom of England.', 'Lady Anne Monson was born in Darlington, Kingdom of England, on January 1st, 1726.', 'Lady Anne Monson was born on January 1st, 1726 in Darlington, England.']","Lady Anne Monson was born on January 1, 1726 in Darlington, Kingdom of England.",0.9510699415570292,0.9382276400493084,1.018599510192871
1566,MusicalWork,2,"[{'object': 'Sony_Music_Entertainment', 'property': 'recordLabel', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Espen_Lind', 'property': 'writer', 'subject': 'Mermaid_(Train_song)'}]","[""Train's hit Mermaid written by Espen Lind was put out by the Sony Music Entertainment record label."", 'The song Mermaid by the band Train written by Espen Lind is on the Sony Music Entertainment record label.', 'The song ""Mermaid"" by Train was originally written by Espen Lind and released under the record label of Sony Music Entertainment.']","""Mermaid (Train song)"" is a song that is associated with the record label Sony Music Entertainment. It was written by Espen Lind.",0.15748875357019632,0.49684697034977093,1.2335548400878906
1567,Scientist,2,"[{'object': 'Winchester', 'property': 'capital', 'subject': 'Kingdom_of_England'}, {'object': 'Kingdom_of_England', 'property': 'nationality', 'subject': 'Lady_Anne_Monson'}]","['British national Lady Anne Monson lived in the Kingdom of England whose capital was Winchester.', 'Lady Anne Monson’s nationality is English, where the capital is Winchester.', 'Lady Anne Monson was from the Kingdom of England whose capital city was Winchester.']","Lady Anne Monson is a national of the Kingdom of England, with Winchester as its capital.",0.16451929399933107,0.5158319536423841,1.0032222270965576
1568,Artist,1,"[{'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}]","['Liselotte Grschebina has Israeli nationality.', ""Liselotte Grschebina's nationality is Israeli."", 'Liselotte Grschebina is an Israeli national.']",Liselotte Grschebina is of Israeli nationality.,0.37991784282579627,0.7352941176470589,0.817457914352417
1569,MusicalWork,3,"[{'object': '54.56', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Instrumental_music', 'property': 'genre', 'subject': 'Expect_a_Miracle'}, {'object': 'Easy_listening', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]","['Expect a Miracle in the instrumental music genre, an easy listening album lasts 54.56 minutes.', 'Expect a Miracle, instrumental music of the easy listening genre, has a runtime of 54.56.', 'Expect a miracle is of the easy listening genre of instrumental music genre which has a run time of 54:56.']","The movie ""Expect a Miracle"" has a runtime of 54.56 minutes. It falls under the genres of instrumental music and easy listening.",0.18728674627858763,0.5277070063694267,1.2184090614318848
1570,ComicsCharacter,3,"[{'object': 'Broadcasting_House', 'property': 'city', 'subject': 'BBC'}, {'object': 'Bill_Oddie', 'property': 'starring', 'subject': 'Bananaman'}, {'object': 'BBC', 'property': 'broadcastedBy', 'subject': 'Bananaman'}]","['Bill Oddie stars in a BBC programme called Bananaman. the BBC are based at Broadcasting House in London.', 'Bill Oddie starred in Bananaman which was broadcast by the BBC who are based in the Broadcasting House, London.', 'Bananaman the TV series starred by Bill Oddie was shown on the BBC and the BBC headquarters is called Broadcasting House.']",BBC is the broadcaster of Bananaman. Bananaman stars Bill Oddie. Broadcasting House is located in the city of BBC.,0.07373682285195238,0.30734243014944773,1.2334659099578855
1571,Scientist,1,"[{'object': '22591.38', 'property': 'areaTotal', 'subject': 'New_Jersey'}]","['New Jersey has a total area of 22,591.38.', 'The total area of New Jersey is 22,591 square kilometers.', 'The total area of New Jersey is 22,591.38 km^2.']","New Jersey has a total area of 22,591.38.",1.0,0.9990234375,0.8232035636901855
1572,City,6,"[{'object': 'Council-manager_government', 'property': 'governmentType', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Governator', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'Pacific_Daylight_Time', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}, {'object': 'Pacific_Standard_Time_Zone', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}, {'object': 'Juan_Nolasco', 'property': 'leader', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala has a council-manager government led by governator Juan Nolasco. It has population density 1604.0. It is in the Pacific Standard Time Zone putting it on PDT.', 'Juan Nolasco is governator in the council-manager governed Ciudad Ayala. It is on Pacific Daylight Time in the Pacific Standard Time Zone. The population density is 1604.0.']","Ciudad Ayala is a city with a council-manager government. It has a population density of 1604.0. The leader of Ciudad Ayala is Juan Nolasco, who holds the title of Governator. The city is located in the Pacific Daylight Time and Pacific Standard Time Zone.",0.13712749735021051,0.5983787243120245,2.1476967334747314
1573,MusicalWork,3,"[{'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}]","['Nord, an album produced by Year of No Light, is in the sludge metal genre and was followed with the album Live at Roadburn 2008.', 'Live at Roadburn 2008 was preceded by Nord, an album produced by Year of No Light, which is in the sludge metal genre.', 'Nord, a sludge metal album recorded and produced by Year of No Light, was followed by their album Live at Roadburn 2008.']","The album ""Nord"" by Year of No Light is followed by ""Live at Roadburn 2008"" album. It falls under the genre of sludge metal and was produced by Year of No Light.",0.17535364931759503,0.5941593849716587,1.5276124477386477
1574,Artist,4,"[{'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'deathPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '1994-06-14', 'property': 'deathDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Petah_Tikva', 'property': 'deathPlace', 'subject': 'Liselotte_Grschebina'}]","['Liselotte Grschebina born in Karlsruhe died on June 14, 1994 in Petah Tikva, Israel.', 'Liselotte Grschebina was born in Karlsruhe and died June 14, 1994, in Petah Tikva, Israel.', 'Liselotte Grschebina was born in Karlsruhe and died in Petah Tikva, Israel on June 14, 1994.']","Liselotte Grschebina was born in Karlsruhe. She died in Israel on June 14, 1994, and her death place was Petah Tikva.",0.35448014399611816,0.7263761879146493,1.5185034275054932
1575,MusicalWork,4,"[{'object': 'Punk_blues', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Noise_music', 'property': 'stylisticOrigin', 'subject': 'Noise_rock'}, {'object': 'Noise_rock', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Garage_rock', 'property': 'stylisticOrigin', 'subject': 'Punk_blues'}]","['The genres of the album Turn Me On are punk blues and noise rock. The stylistic origins of these two genres are garage rock and noise music respectively.', 'Punk blues album Turn Me On is a noise rock genre and has its stylistic origin in earlier garage rock sound. The stylistic origin of noise rock is noise music.', 'Punk blues and noise rock are the genres of the album Turn me on. The stylistic origin of punk blues and noise rock are from noise music and garage rock respectively.']","The album ""Turn Me On"" is of the genre punk blues. It is also influenced by noise rock. Noise rock, in turn, is a genre of the album ""Turn Me On"". Additionally, punk blues has its stylistic origin in garage rock.",0.15793010891116732,0.41817730906857825,2.1457552909851074
1576,City,6,"[{'object': '""City Manager""', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}, {'object': 'Morelos', 'property': 'isPartOf', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}, {'object': '1147.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Ciudad_Ayala'}, {'object': 'Pacific_Daylight_Time', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala is in the Morelos part of Mexico. One of the leaders is the City Manager. It is 1147.0 m above sea level in UTC -6 making it part of PDT time zone.', 'Ciudad Ayala is a city located within Morelos in the country of Mexico. Ciudad Ayala is 1147m above sea level. It also has a UTC offset of -6 and is located in the Pacific Daylight time zone. The leader title for Ciudad Ayala is City Manager.', 'The City Manager led Ciudad Ayala is in the Morelos part of Mexico. It is 1147.0 m above sea level in UTC offset -6. It is in time zone Pacific Daylight Time.']","Ciudad Ayala is a city located in Morelos, Mexico. It has a city manager as its leader. The city has an elevation above sea level of 1147.0 meters. The city follows the Pacific Daylight Time zone and has a UTC offset of -6.",0.25874934952060274,0.5779016442127025,2.035940408706665
1577,Film,1,"[{'object': 'Tom_Lister,_Jr.', 'property': 'starring', 'subject': 'Super_Capers'}]","['Super Capers is a film starring Tom Lister Jr.', 'Super Capers is starring Tom Lister Jr.', 'Super Capers is a movie starring Tom Lister Jr.']","Tom Lister, Jr. stars in Super Capers.",0.08643019616048525,0.2857142857142857,0.8050017356872559
1578,Scientist,1,"[{'object': '2691.0', 'property': 'populationMetroDensity', 'subject': 'Istanbul'}]","['The population density in metropolitan Istanbul is 2691.0.', 'The population density of the Istanbul metro area is 2691 people per square kilometer.', 'The population density in metro Istanbul is 2691.0.']",Istanbul has a population metro density of 2691.0.,0.14535768424205484,0.3125,0.8674280643463135
1579,CelestialBody,4,"[{'object': '1249.6', 'property': 'orbitalPeriod', 'subject': '1147_Stavropolis'}, {'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '11.5', 'property': 'absoluteMagnitude', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}]","['1147 Stavropolis is an asteroid, discovered on 11 June 1929 has an orbital period of 1249.6, apoapsis of 418476000000.0 AU. while having absolute magnitude of 11.5 .', '1147 Stavropolis was discovered on June 11, 1929 with an orbital period of 1249.6 days and an apoapsis of 418476000000.0. It has an absolute magnitude of 11.5.', 'With an absolute magnitude of 11.5, the asteroid 1147 Stavropolis was discovered in June of 1929. It has an orbital period of 1249.6 days and an apoapsis of 418476000000.0.']","The object named ""1147_Stavropolis"" has an orbital period of 1249.6, an apoapsis of 418476000000.0, an absolute magnitude of 11.5, and was discovered on June 11, 1929.",0.49066330206795183,0.6567534076827757,2.026825189590454
1580,MeanOfTransportation,1,"[{'object': 'Automobile', 'property': 'product', 'subject': 'Pontiac'}]","['The Pontiac company manufactures automobiles.', 'Pontiac makes automobiles.', 'Pontiac produces automobiles.']",Pontiac is the producer of the Automobile.,0.06567274736060397,0.29411764705882354,0.6947331428527832
1581,Airport,3,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Madrid', 'property': 'city', 'subject': 'ENAIRE'}, {'object': '3500.0', 'property': 'runwayLength', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}]","['ENAIRE, which is located in Madrid, is the operating organisation for Adolfo Suarez Madrid-Barajas airport. This airport has a runway length of 3500.', 'The Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE which is located in the city of Madrid. The runway length of the airport is 3,500.']",Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE. ENAIRE is located in Madrid. The runway length of Adolfo Suárez Madrid–Barajas Airport is 3500.0 meters.,0.45589068492988366,0.6911597005305171,1.7419095039367676
1582,Athlete,3,"[{'object': '1989-02-24', 'property': 'birthDate', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'Otkrytiye_Arena', 'property': 'ground', 'subject': 'FC_Spartak_Moscow'}, {'object': 'FC_Spartak_Moscow', 'property': 'club', 'subject': 'Aleksandr_Prudnikov'}]","['Aleksandr Prudnikov (born February 24th, 1989) played at the Otkrytiye Arena for FC Spartak Moscow.', 'Aleksandr Prudnikov was born 1980-02-24 and he plays for FC Spartak Moscow whose home ground is Otkrytiye Arena.', 'Aleksandr Prudnikov, who was born on the 24th of February 1989, plays for FC Spartak Moscow whose ground is the Otkrytiye Arena.']","Aleksandr Prudnikov was born on February 24, 1989. He plays for FC Spartak Moscow and their home ground is Otkrytiye Arena.",0.4794144628443376,0.8674863387978142,1.435338020324707
