category,modifiedtripleset,originaltripleset,lexicalisations,triplesetsize,id,prediction_lora-7b,execution_time_lora-7b
Scientist,"[{'object': 'India', 'property': 'residence', 'subject': 'Lady_Anne_Monson'}, {'object': 'George_Monson', 'property': 'spouse', 'subject': 'Lady_Anne_Monson'}, {'object': '1776-02-18', 'property': 'deathDate', 'subject': 'Lady_Anne_Monson'}]","[[{'object': 'India', 'property': 'residence', 'subject': 'Lady_Anne_Monson'}, {'object': 'George_Monson', 'property': 'spouse', 'subject': 'Lady_Anne_Monson'}, {'object': '1776-01-01', 'property': 'deathDate', 'subject': 'Lady_Anne_Monson'}]]",[],3,1509,"Output text: Lady Anne Monson, who was married to George Monson, lived in India and died on 18 February 1776.",1.7386360168457031
MusicalWork,"[{'object': 'Let_It_Breed', 'property': 'precededBy', 'subject': 'Turn_Me_On_(album)'}, {'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}]","[[{'object': 'Let_It_Breed', 'property': 'previousWork', 'subject': 'Turn_Me_On_(album)'}, {'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}]]",[],2,1510,Output text: Let It Breed is the album that preceded Turn Me On which has a runtime of 35.1.,1.5307860374450684
City,"[{'object': 'Governor', 'property': 'leaderTitle', 'subject': 'Morelos'}]","[[{'object': 'Governor', 'property': 'leaderTitle', 'subject': 'Morelos'}]]",[],1,1511,Output text: Morelos is led by a Governor.,0.8118510246276855
Athlete,"[{'object': 'Gdynia,_Poland', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': 'Mayor', 'property': 'leaderTitle', 'subject': 'Gdynia,_Poland'}]","[[{'object': 'Gdynia', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': 'Mayor', 'property': 'leaderTitle', 'subject': 'Gdynia'}]]",[],2,1512,"Output text: Piotr Hallmann was born in Gdynia, Poland, where the Mayor is the leader.",1.3034608364105225
Food,"[{'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Jalisco', 'property': 'region', 'subject': 'Bionico'}]","[[{'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Jalisco', 'property': 'region', 'subject': 'Bionico'}]]",[],2,1513,Output text: Bionico is a dessert that comes from the Jalisco region.,1.1513450145721436
Artist,"[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'United_States', 'property': 'origin', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': '1995', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]","[[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'United_States', 'property': 'hometown', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': '""1995""^^xsd:gYear', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}], [{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand', 'subject': 'Aaron_Turner'}, {'object': 'United_States', 'property': 'hometown', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': '""1995""^^xsd:gYear', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]]",[],5,1514,Output text: Aaron Turner is an electric guitarist from the United States. He started performing in 1995 and plays post-metal music for the Lotus Eaters band.,2.0446290969848633
Company,"[{'object': 'Brazil', 'property': 'location', 'subject': 'Hypermarcas'}, {'object': 'S.A._(corporation)', 'property': 'type', 'subject': 'Hypermarcas'}, {'object': 'Mantecorp', 'property': 'subsidiary', 'subject': 'Hypermarcas'}, {'object': '108600000', 'property': 'netIncome', 'subject': 'Hypermarcas'}, {'object': '10252', 'property': 'numberOfEmployees', 'subject': 'Hypermarcas'}, {'object': 'São_Paulo', 'property': 'location', 'subject': 'Hypermarcas'}]","[[{'object': 'Brazil', 'property': 'location', 'subject': 'Hypermarcas'}, {'object': 'S.A._(corporation)', 'property': 'type', 'subject': 'Hypermarcas'}, {'object': 'Mantecorp', 'property': 'subsidiary', 'subject': 'Hypermarcas'}, {'object': '1.086E8', 'property': 'netIncome', 'subject': 'Hypermarcas'}, {'object': '10252', 'property': 'numberOfEmployees', 'subject': 'Hypermarcas'}, {'object': 'São_Paulo', 'property': 'location', 'subject': 'Hypermarcas'}]]",[],6,1515,"Output text: Hypermarcas is a S.A. corporation located in Brazil, in Sao Paulo. It has a net income of 108,600,000 and 10252 employees. Mantecorp is a subsidiary of Hypermarcas.",3.0635218620300293
Film,"[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Aileen_Raymond', 'property': 'spouse', 'subject': 'John_Mills'}, {'object': 'Mary_Hayley_Bell', 'property': 'spouse', 'subject': 'John_Mills'}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Aileen_Raymond', 'property': 'spouse', 'subject': 'John_Mills'}, {'object': 'Mary_Hayley_Bell', 'property': 'spouse', 'subject': 'John_Mills'}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]]",[],4,1516,"Output text: John Mills, who was married to Mary Hayley Bell and Aileen Raymond, starred in the 1956 film It's Great to Be Young, which also starred Cecil Parker.",2.264296054840088
Artist,"[{'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}]","[[{'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}]]",[],3,1517,Output text: Liselotte Grschebina was born on 2 May 1908 and is an Israeli national. She studied at the School of Applied Arts in Stuttgart.,2.030988931655884
Monument,"[{'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Gettysburg,_Pennsylvania', 'property': 'municipality', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Cumberland_County,_Pennsylvania', 'property': 'hasToItsNorth', 'subject': 'Adams_County,_Pennsylvania'}]","[[{'object': 'Adams_County,_Pennsylvania', 'property': 'region', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Gettysburg,_Pennsylvania', 'property': 'municipality', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Cumberland_County,_Pennsylvania', 'property': 'north', 'subject': 'Adams_County,_Pennsylvania'}]]",[],4,1518,"Output text: The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania, which has Gettysburg, Pennsylvania to its north. It is categorised as a contributing property.",2.007120132446289
MusicalWork,"[{'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'artist', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Punk_blues', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}]","[[{'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'artist', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Punk_blues', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}]]",[],2,1519,Output text: The Honeymoon Killers are an American band and they have a song called Turn Me On. The genre of the song is punk blues.,1.8022620677947998
Scientist,"[{'object': 'General_relativity', 'property': 'professionalField', 'subject': 'Brandon_Carter'}, {'object': 'Dennis_William_Sciama', 'property': 'doctoralAdvisor', 'subject': 'Brandon_Carter'}, {'object': '1942-01-01', 'property': 'birthDate', 'subject': 'Brandon_Carter'}]","[[{'object': 'General_relativity', 'property': 'field', 'subject': 'Brandon_Carter'}, {'object': 'Dennis_William_Sciama', 'property': 'doctoralAdvisor', 'subject': 'Brandon_Carter'}, {'object': '1942-01-01', 'property': 'birthDate', 'subject': 'Brandon_Carter'}]]",[],3,1520,"Output text: Brandon Carter, who was born on 01-01-1942, has a doctoral advisor called Dennis William Sciama and his professional field is General relativity.",2.12109375
MusicalWork,"[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'producer', 'subject': 'Expect_a_Miracle'}, {'object': '54.56', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Compilation_Album', 'property': 'type', 'subject': 'Expect_a_Miracle'}]","[[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'producer', 'subject': 'Expect_a_Miracle'}, {'object': '54.56666666666667', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Compilation_Album', 'property': 'type', 'subject': 'Expect_a_Miracle'}]]",[],3,1521,Output text: Expect a Miracle is a compilation album with a runtime of 54.56 minutes and was produced by Brian Kelly (composer and pianist).,1.8380939960479736
Film,"[{'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '94.0', 'property': 'runtime', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cyril_Frankel', 'property': 'director', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[[{'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '94.0', 'property': 'runtime', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cyril_Frankel', 'property': 'director', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]]",[],5,1522,Output text: The 1956 film It's Great to Be Young was directed by Cyril Frankel and starred Cecil Parker. The film was cinematographed by Gilbert Taylor and the music was composed by Louis Levy. The film has a runtime of 94 minutes.,2.965394973754883
Film,"[{'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Max_Benedict', 'property': 'editing', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[[{'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Max_Benedict', 'property': 'editing', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]]",[],3,1523,Output text: The film It's Great to Be Young was edited by Max Benedict and cinematographed by Gilbert Taylor. The music was composed by Louis Levy.,1.9428143501281738
Athlete,"[{'object': 'FC_Amkar_Perm', 'property': 'club', 'subject': 'Aleksandr_Prudnikov'}, {'object': '185.0 (centimetres)', 'property': 'height', 'subject': 'Aleksandr_Prudnikov'}, {'object': '1989-02-24', 'property': 'birthDate', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'FC_Spartak_Moscow', 'property': 'youthclub', 'subject': 'Aleksandr_Prudnikov'}]","[[{'object': 'FC_Amkar_Perm', 'property': 'team', 'subject': 'Aleksandr_Prudnikov'}, {'object': '""185.0""^^<http://dbpedia.org/datatype/centimetre>', 'property': 'Person/height', 'subject': 'Aleksandr_Prudnikov'}, {'object': '""1989-02-24""^^xsd:date', 'property': 'dateOfBirth', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'FC_Spartak_Moscow', 'property': 'youthclubs', 'subject': 'Aleksandr_Prudnikov'}], [{'object': 'FC_Amkar_Perm', 'property': 'clubs', 'subject': 'Aleksandr_Prudnikov'}, {'object': '""185.0""^^<http://dbpedia.org/datatype/centimetre>', 'property': 'Person/height', 'subject': 'Aleksandr_Prudnikov'}, {'object': '""1989-02-24""^^xsd:date', 'property': 'dateOfBirth', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'FC_Spartak_Moscow', 'property': 'youthclubs', 'subject': 'Aleksandr_Prudnikov'}]]",[],4,1524,"Output text: Aleksandr Prudnikov, who is 185 cm tall, was born on February 24th, 1989. He played for FC Amkar Perm and his youth club was FC Spartak Moscow.",2.451446056365967
Food,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Silvano_Aureoles_Conejo', 'property': 'leader', 'subject': 'Mexico'}, {'object': 'Granola', 'property': 'ingredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","[[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Silvano_Aureoles_Conejo', 'property': 'leaderName', 'subject': 'Mexico'}, {'object': 'Granola', 'property': 'ingredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}], [{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Silvano_Aureoles_Conejo', 'property': 'leader', 'subject': 'Mexico'}, {'object': 'Granola', 'property': 'ingredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]]",[],7,1525,Output text: Bionico is a dessert from the Guadalajara region of Mexico. It contains granola. The leader of Mexico is Silvano Aureoles Conejo and the currency is the Mexican peso. Mexicans live in Mexico.,2.55959415435791
MusicalWork,"[{'object': 'Rock_music', 'property': 'genre', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Polydor_Records', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","[[{'object': 'Rock_music', 'property': 'genre', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Polydor_Records', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]]",[],2,1526,Output text: The Bootleg Series Volume 1: The Quine Tapes is a rock music recording and is signed to the record label Polydor Records.,1.7389600276947021
Airport,"[{'object': 'MotorSport_Vision', 'property': 'operatingOrganisation', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Bedford_Aerodrome'}, {'object': '""08/26""', 'property': 'runwayName', 'subject': 'Bedford_Aerodrome'}, {'object': 'Concrete', 'property': 'runwaySurfaceType', 'subject': 'Bedford_Aerodrome'}]","[[{'object': 'MotorSport_Vision', 'property': 'operator', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevation', 'subject': 'Bedford_Aerodrome'}, {'object': '26', 'property': 'runwayDesignation', 'subject': 'Bedford_Aerodrome'}, {'object': 'Concrete', 'property': 'runwaySurface', 'subject': 'Bedford_Aerodrome'}]]",[],5,1527,Output text: MotorSport Vision is the operating organisation for Bedford Aerodrome which is located 83.2104 above sea level. The runway is named 08/26 and is made of concrete. The ICAO Location Identifier is EGBF.,2.8663370609283447
Scientist,"[{'object': 'David_Sainsbury,_Baron_Sainsbury_of_Turville', 'property': 'chancellor', 'subject': 'University_of_Cambridge'}]","[[{'object': 'David_Sainsbury,_Baron_Sainsbury_of_Turville', 'property': 'chancellor', 'subject': 'University_of_Cambridge'}]]",[],1,1528,"Output text: David Sainsbury, Baron Sainsbury of Turville is the Chancellor of the University of Cambridge.",1.3847639560699463
WrittenWork,"[{'object': 'J._R._R._Tolkien', 'property': 'author', 'subject': 'The_Two_Towers'}]","[[{'object': 'J._R._R._Tolkien', 'property': 'author', 'subject': 'The_Two_Towers'}]]",[],1,1529,Output text: The Two Towers was written by J.R.R. Tolkien.,1.1653881072998047
ComicsCharacter,"[{'object': 'BBC', 'property': 'broadcastedBy', 'subject': 'Bananaman'}, {'object': '""1983-10-03""', 'property': 'firstAired', 'subject': 'Bananaman'}]","[[{'object': 'BBC', 'property': 'network', 'subject': 'Bananaman'}, {'object': '""1983-10-03""^^xsd:date', 'property': 'firstAired', 'subject': 'Bananaman'}]]",[],2,1530,Output text: Bananaman was first aired on the BBC on 3 October 1983.,1.3243050575256348
City,"[{'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': '""President of the Chamber of Deputies""', 'property': 'leaderTitle', 'subject': 'Mexico'}, {'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}]","[[{'object': '1603.87', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'President of the Chamber of Deputies', 'property': 'leaderTitle', 'subject': 'Mexico'}, {'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}]]",[],4,1531,"Output text: Ciudad Ayala, in Mexico, has a population density of 1604.0 and the UTC offset is -6. The leader of Mexico is the President of the Chamber of Deputies.",2.1672868728637695
SportsTeam,"[{'object': 'Arapiraca', 'property': 'location', 'subject': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca'}, {'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Brazil', 'property': 'country', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '17000', 'property': 'numberOfMembers', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '""\'\'Alvinegro""', 'property': 'nickname', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","[[{'object': 'Arapiraca', 'property': 'location', 'subject': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca'}, {'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Brazil', 'property': 'country', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '""17000""^^xsd:nonNegativeInteger', 'property': 'capacity', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '""\'\'Alvinegro""@en', 'property': 'nickname', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]]",[],6,1532,"Output text: The nickname of Agremiação Sportiva Arapiraquense, who play in the Campeonato Brasileiro Série C league in Brazil, is Alvinegro. They have 17000 members and their ground is the Estadio Municipal Coaracy da Mata Fonseca in Arapiraca.",3.355937957763672
Company,"[{'object': '875400000', 'property': 'operatingIncome', 'subject': 'Trane'}, {'object': 'Building_materials', 'property': 'industry', 'subject': 'Trane'}, {'object': '10264000000', 'property': 'revenue', 'subject': 'Trane'}]","[[{'object': '8.754E8', 'property': 'operatingIncome', 'subject': 'Trane'}, {'object': 'Building_materials', 'property': 'industry', 'subject': 'Trane'}, {'object': '1.0264E10', 'property': 'revenue', 'subject': 'Trane'}]]",[],3,1533,"Output text: Trane, a building material company, has an operating income of $875,400,000 and a revenue of $10,264,000,000.",2.3424150943756104
Scientist,"[{'object': 'Teşvikiye', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]","[[{'object': 'Teşvikiye', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]]",[],1,1534,Output text: Nurhan Atasoy lives in Teşvikiye.,0.9628961086273193
Scientist,"[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}]","[[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}]]",[],3,1535,"Output text: Nurhan Atasoy, a Turkish national, was born on 01-01-1934 and lives in Istanbul.",1.8405377864837646
Artist,"[{'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '1994-06-14', 'property': 'deathDate', 'subject': 'Liselotte_Grschebina'}]","[[{'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '1994-06-14', 'property': 'deathDate', 'subject': 'Liselotte_Grschebina'}]]",[],2,1536,"Output text: Liselotte Grschebina was born in Karlsruhe and died on June 14, 1994.",1.7055916786193848
Astronaut,"[{'object': 'Hubei', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Fighter_pilot', 'property': 'occupation', 'subject': 'Nie_Haisheng'}]","[[{'object': 'Hubei', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Fighter_pilot', 'property': 'occupation', 'subject': 'Nie_Haisheng'}]]",[],2,1537,Output text: Nie Haisheng was born in Hubei and was a fighter pilot.,1.2240676879882812
Film,"[{'object': 'Stacy_Katzman', 'property': 'editing', 'subject': 'Super_Capers'}, {'object': 'English_language', 'property': 'language', 'subject': 'Super_Capers'}, {'object': '98.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}]","[[{'object': 'Stacy_Katzman', 'property': 'editing', 'subject': 'Super_Capers'}, {'object': 'English_language', 'property': 'language', 'subject': 'Super_Capers'}, {'object': '5880.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}]]",[],5,1538,Output text: Stacy Katzman edited Super Capers which is written in English and has a runtime of 98 minutes. It was distributed by Roadside Attractions and Lionsgate.,2.0449838638305664
University,"[{'object': '1299', 'property': 'numberOfDoctoralStudents', 'subject': 'University_of_Burgundy'}]","[[{'object': '1299', 'property': 'numberOfDoctoralStudents', 'subject': 'University_of_Burgundy'}]]",[],1,1539,Output text: The University of Burgundy has 1299 doctoral students.,1.0921180248260498
Film,"[{'object': 'Presenter', 'property': 'occupation', 'subject': 'Justin_Whalin'}]","[[{'object': 'Presenter', 'property': 'occupation', 'subject': 'Justin_Whalin'}]]",[],1,1540,Output text: Justin Whalin is a presenter.,0.8482480049133301
Astronaut,"[{'object': 'Shenzhou_10', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': '1964-10-13', 'property': 'birthDate', 'subject': 'Nie_Haisheng'}, {'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}]","[[{'object': 'Shenzhou_10', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': '1964-10-13', 'property': 'birthDate', 'subject': 'Nie_Haisheng'}, {'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}]]",[],4,1541,"Output text: Born on 13th October 1964 in Zaoyang, Nie Haisheng, served as a crew member on the Shenzhou 6 and Shenzhou 10 missions.",2.352146863937378
MusicalWork,"[{'object': '54.56', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Pools_of_Light_(Brian_Kelly_album)', 'property': 'precededBy', 'subject': 'Expect_a_Miracle'}]","[[{'object': '3274.0', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Pools_of_Light_(Brian_Kelly_album)', 'property': 'previousWork', 'subject': 'Expect_a_Miracle'}], [{'object': '54.56666666666667', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Pools_of_Light_(Brian_Kelly_album)', 'property': 'previousWork', 'subject': 'Expect_a_Miracle'}]]",[],2,1542,"Output text: Expect a Miracle, which has a runtime of 54.56, was preceded by Pools of Light (Brian Kelly album).",1.7758550643920898
Scientist,"[{'object': 'Andrzej_Piotr_Ruszczyński', 'property': 'influencedBy', 'subject': 'Darinka_Dentcheva'}, {'object': 'United_States', 'property': 'citizenship', 'subject': 'Darinka_Dentcheva'}, {'object': '1958-01-01', 'property': 'birthDate', 'subject': 'Darinka_Dentcheva'}, {'object': 'Mathematical_optimization', 'property': 'professionalField', 'subject': 'Darinka_Dentcheva'}, {'object': 'Stochastic_programming', 'property': 'knownFor', 'subject': 'Darinka_Dentcheva'}, {'object': 'Humboldt_University', 'property': 'almaMater', 'subject': 'Darinka_Dentcheva'}]","[[{'object': 'Andrzej_Piotr_Ruszczyński', 'property': 'influencedBy', 'subject': 'Darinka_Dentcheva'}, {'object': 'United_States', 'property': 'citizenship', 'subject': 'Darinka_Dentcheva'}, {'object': '1958-01-01', 'property': 'birthDate', 'subject': 'Darinka_Dentcheva'}, {'object': 'Mathematical_optimization', 'property': 'field', 'subject': 'Darinka_Dentcheva'}, {'object': 'Stochastic_programming', 'property': 'knownFor', 'subject': 'Darinka_Dentcheva'}, {'object': 'Humboldt_University', 'property': 'almaMater', 'subject': 'Darinka_Dentcheva'}]]",[],6,1543,"Output text: Darinka Dentcheva was born on January 1, 1958 in the United States. She studied at Humboldt University and graduated from the school. She is a citizen of the United States and is a mathematical optimization expert. Andrzej Piotr Ruszczyński was an influence on Darinka Dentcheva. Stochastic programming is a field of Darinka Dentcheva's work.",4.461379051208496
