id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
1423,City,2,"[{'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}, {'object': '""President of the Senate""', 'property': 'leaderTitle', 'subject': 'Mexico'}]","['Ciudad Ayala is in the country of Mexico and the President of the Senate is the leader title in Mexico.', 'Ciudad Ayala is a city in Mexico, whose leader has the official title of President of the Senate.', 'Ciudad Ayala is located in the country of Mexico led by ""President of the Senate"".']","Ciudad Ayala is a city in Mexico. The leader of Mexico holds the title ""President of the Senate"".",0.47818906322710036,0.6851941878679847,1.064579963684082
1424,City,4,"[{'object': '1777539', 'property': 'populationMetro', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Council-manager_government', 'property': 'governmentType', 'subject': 'Ciudad_Ayala'}, {'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}]","['The population of the metropolitan area of Ciudad Ayala is 1,777,539, with a population density of 1604.0 and the UTC offset of -6. The government of Ciudad Ayala is council-manager government .', 'The city of Ciudad Ayala has a UTC offset of -6 and a population density of 1604. Its population is 1777539 and it is governed by a council-manager.', 'Ciudad Ayala, which is in the UTC offset -6 time zone, has a population density of 1604.0 in the metropolitan area with a range of 1,777,539 and uses a council manager type government.']","Ciudad Ayala has a metropolitan population of 1,777,539 and a population density of 1604.0. It has a council-manager government and a UTC offset of -6.",0.4122778354683279,0.42162499442884527,1.477318525314331
1425,Scientist,1,"[{'object': 'Humboldt_University', 'property': 'almaMater', 'subject': 'Darinka_Dentcheva'}]","[""Humboldt University is Darinka Dentcheva's alma mater."", 'Humboldt University is the alma mater of Darinka Dentcheva.', ""Darinka Dentcheva's alma mater is Humboldt University.""]",Darinka Dentcheva attended Humboldt University as her alma mater.,0.14258769764520746,0.6194444444444446,0.9179973602294922
1426,SportsTeam,6,"[{'object': 'Arapiraca', 'property': 'location', 'subject': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca'}, {'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Brazil', 'property': 'country', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '17000', 'property': 'numberOfMembers', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '""Agremiação Sportiva Arapiraquense""', 'property': 'fullName', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","[""Agremiação Sportiva Arapiraquense is a 17000-member group that plays in Brazil's Campeonato Brasileiro Série C league. Its stadium, the Estadio Municipal Coaracy da Mata Fonseca, is in Arapiraca."", 'Agremiação Sportiva Arapiraquense has 17000 members and is playing in the Campeonato Brasileiro Série C league from Brazil. Their stadium is the Estadio Municipal Coaracy da Mata Fonseca in Arapiraca.']","The Estádio Municipal Coaracy da Mata Fonseca is located in Arapiraca. Agremiação Sportiva Arapiraquense is a football club that participates in the Campeonato Brasileiro Série C, which is a league in Brazil. The club has a total of 17,000 members. Their home ground is the Estádio Municipal Coaracy da Mata Fonseca. The full name of the club is ""Agremiação Sportiva Arapiraquense"".",0.19509358380752873,0.5113168210531572,3.469146490097046
1427,Film,6,"[{'object': 'Stacy_Katzman', 'property': 'editing', 'subject': 'Super_Capers'}, {'object': '2000000.0', 'property': 'budget', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'writer', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'director', 'subject': 'Super_Capers'}, {'object': '98.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': '30955.0', 'property': 'gross', 'subject': 'Super_Capers'}]","['Stacy Katzman edited Super Capers, a move with a 2000000.0 budget, which was written and directed by Ray Griggs and had a duration of 98 minutes and grossed $30.995.', 'Super Capers was edited by Stacy Katzman, and its budget was 2000000. It was written and directed by Ray Griggs, and it had a running time of 98 minutes. The film collected $30955.0.', 'Super Capers is a 98 minute film that had a budget of 2 million and grossed $30,955. The film was written and directed by Ray Griggs and was edited by Stacy Katzman.']","Super Capers is a movie directed by Ray Griggs. It was written by Ray Griggs and edited by Stacy Katzman. The movie had a budget of $2,000,000 and a runtime of 98 minutes. It grossed $30,955.",0.35069646313246183,0.6310013717421126,2.7681219577789307
1428,Film,2,"[{'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'England', 'property': 'birthPlace', 'subject': 'Louis_Levy'}]","['""It\'s great to Be Young"" was written by the musical composer, Louis Levy, a native of England.', ""Louis Levy, who was born in England, is the music composer of It's Great to Be Young (1956 film)."", ""It's Great to Be Young features music by Louis Levy, who was born in England.""]","Louis Levy, born in England, is the music composer for the film ""It's Great to Be Young"" (1956).",0.4806604068305994,0.61195620223398,1.2340853214263916
1429,Athlete,4,"[{'object': 'FC_Amkar_Perm', 'property': 'club', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'FC_Spartak_Moscow', 'property': 'youthclub', 'subject': 'Aleksandr_Prudnikov'}, {'object': 'Gadzhi_Gadzhiyev', 'property': 'manager', 'subject': 'FC_Amkar_Perm'}, {'object': 'Otkrytiye_Arena', 'property': 'ground', 'subject': 'FC_Spartak_Moscow'}]","[""Aleksandr Prudnikov plays for FC Amkar Perm, which is managed by Gadzhi Gadzhiyev, and previously played for FC Spartak Moscow's youth team. FC Spartak Moscow's grounds are the Otkrytiye Arena."", 'No longer a youth, when he played football for the FC Spartak Moscow youth team in the Otkrytiye Arena, Aleksandr Prudnikov now plays for the FC Amkar Perm football club, managed by Gadzhi Gadzhiyev.', 'Aleksandr Prudnikov is a member of the youth side of FC Spartak Moscow and plays for FC Amkar Perm, which is managed by Gadzhi Gadzhiyev and has the home ground at the Otkrytiye Arena.']",Aleksandr Prudnikov plays for FC Amkar Perm and started his youth career at FC Spartak Moscow. FC Amkar Perm is managed by Gadzhi Gadzhiyev. FC Spartak Moscow plays their home matches at Otkrytiye Arena.,0.3377854698776805,0.5462713223501968,2.1517815589904785
1430,Astronaut,7,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': '1963', 'property': 'servedAsChiefOfTheAstronautOfficeIn', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '1959', 'property': 'selectedByNasa', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Distinguished_Service_Medal_(United_States_Navy)', 'property': 'award', 'subject': 'Alan_Shepard'}]","['Alan Shepard was an American who was born on November 18, 1923 in New Hampshire, was awarded the Distinguished Service Medal by the United States Navy,selected by NASA, served as Chief of the Astronaut Office in 1963 and died in California.', 'Alan Shepard was an American, born on November 18, 1923 in New Hampshire. He was selected by NASA in 1959, and was the Chief of the Astronaut Office in 1963. The United States Navy awarded him the Distinguished Service Medal. He died in California.', 'American Astronaut Alan Shepard was born in New Hampshire on November 18, 1923. He was chosen by NASA in 1959 and became Chief of the Astronaut Office in 1963. He was awarded the Distinguished Service Medal by the US Navy. Shepard died in California.']","Alan Shepard, born on 18 November 1923 in New Hampshire, was a citizen of the United States. He was selected by NASA in 1959 and served as the Chief of the Astronaut Office in 1963. He received the Distinguished Service Medal (United States Navy). He passed away in California.",0.4640831984583475,0.6708040569123307,2.246468067169189
1431,MusicalWork,3,"[{'object': 'Imagine_(John_Lennon_song)', 'property': 'followedBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Phil_Spector', 'property': 'producer', 'subject': 'Imagine_(John_Lennon_song)'}, {'object': 'Espionage_(production_team)', 'property': 'producer', 'subject': 'Mermaid_(Train_song)'}]","['The John Lennon song Imagine is produced by Phil Spector, but The Train song Mermaid, which is followed by the song Imagine, was produced by the Espionage production team.', 'The song Mermaid by Train (produced by the production team Espionage) was followed by the release of Imagine by John Lennon (which was produced by Phil Spector) performed by Train.', ""Train followed Mermaid with Imagine, a song by John Lennon produced by Phil Spector's production team Espionage.""]","The song ""Imagine"" by John Lennon was followed by the song ""Mermaid"" by Train. ""Imagine"" was produced by Phil Spector, while ""Mermaid"" was produced by the production team Espionage.",0.4612717821615595,0.5265189356098446,1.7316579818725586
1432,Airport,2,"[{'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Bedford_Aerodrome'}]","['The Bedford Aerodrome is 83.2 meters above sea level with length of 1095.', 'Bedford Aerodrome is at an elevation of 83.2104 above sea level with a runway length of 1095.0.', 'The Bedford Aerodrome elevation above the sea level is 83.2104 meters and has a runway length of 1095.']",Bedford Aerodrome has a runway length of 1095.0 and an elevation above sea level of 83.2104.,0.36614328231789656,0.665680473372781,1.431257724761963
1433,MusicalWork,4,"[{'object': 'Universal_Music_Group', 'property': 'recordLabel', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Vivendi', 'property': 'parentCompany', 'subject': 'Universal_Music_Group'}, {'object': 'The_Velvet_Underground', 'property': 'artist', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Lou_Reed', 'property': 'formerBandMember', 'subject': 'The_Velvet_Underground'}]","['Musical group the Velvet Underground released The album The Bootleg Series Volume 1: The Quine Tapes, which was recorded under the Universal Music Group and its parent company Vivendi. A former member of the band was Lou Reed.', 'The Bootleg Series Volume I: The Quine Tapes by The Velvet Underground was released by the record label Universal Music Group whose parent company is Vivendi. Lou Reed is a former member of the band The Velvet Underground.', 'Universal Music Group (by parent company Vivendi) is the record label of Bootleg Series Volume 1: The Quine Tapes by the band The Velvet Underground of which Lou Reed is a former member.']","The album ""Bootleg Series Volume 1: The Quine Tapes"" is released under the record label Universal Music Group. Universal Music Group is a subsidiary of Vivendi. The Velvet Underground is the artist of the album, and Lou Reed is a former band member of The Velvet Underground.",0.33734601588720736,0.6828998407453485,2.363877534866333
1434,City,2,"[{'object': '1777539', 'property': 'populationMetro', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}]","['The population of Ciudad Ayala is 1777539 with a population density of 1604.', 'The population of the metropolitan area of Ciudad Ayala is 1,777,539 with a density of 1604.0.', 'Ciudad Ayala city has a population density of 1604.0 and the population of the metropolitan area is 1,777,539.']","Ciudad Ayala has a metropolitan population of 1,777,539 and a population density of 1,604.0.",0.27824623288353134,0.5945849236641223,1.3211476802825928
1435,Scientist,6,"[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]","['Nurhan Atasoy, who was born on January 01, 1934 in Turkey, currently also resides there (Istanbul) and has both Turkish nationality and citizenship.', 'Nurhan Atasoy was born on January 1st, 1934, in Turkey. He is both of Turkish nationality and a Turkish citizen. Atasoy currently lives in Turkey. One of his residences was in Istanbul.', 'Nurhan Atasoy, born on January 1, 1934 in Turkey, is a Turkish national, a citizen of Turkey, who resides in Istanbul, Turkey.']","Nurhan Atasoy, born on 1 January 1934 in Turkey, is a Turkish citizen and has Turkish nationality. She resides in Istanbul, Turkey.",0.4774108847934616,0.6625532670454546,1.5242769718170166
1436,WrittenWork,3,"[{'object': 'George_Allen_&_Unwin', 'property': 'publisher', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'Fantasy_(genre)', 'property': 'literaryGenre', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': 'J._R._R._Tolkien', 'property': 'author', 'subject': 'The_Fellowship_of_the_Ring'}]","['George Allen & Unwin published a Fantasy novel, The Fellowship of the Ring, written by J.R.R. Tolkien.', 'The Fellowship of the Ring, a fantasy novel by J.R.R. Tolkien, was published by George Allen & Unwin.', 'J.R.R. Tolkien wrote fantasy literary genre book The Fellowship of the Ring published by George Allen & Unwin.']",The Fellowship of the Ring is a book published by George Allen & Unwin. It falls under the literary genre of Fantasy. The author of The Fellowship of the Ring is J.R.R. Tolkien.,0.2857200359087171,0.754985754985755,1.7492921352386477
1437,Scientist,2,"[{'object': 'Turkey', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': '783356.0', 'property': 'areaTotal', 'subject': 'Turkey'}]","['Nurhan Atasoy was born in Turkey, a country that has an area total of 783,356.0 km^2.', ""Nurhan Atasoy's was born in Turkey whose total area is 783,356 sq/km."", 'Nurhan Atasoy was born in Turkey, which encompasses 783,356 square kilometers.']","Nurhan Atasoy was born in Turkey, which has a total area of 783,356.0.",0.5593684915933074,0.6437858609254093,1.3200383186340332
1438,Film,5,"[{'object': 'Cyril_Bruce', 'property': 'director', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'director', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'writer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'The_Progressive_Motion_Picture_Company', 'property': 'producer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Alliance_Films_Corporation', 'property': 'distributor', 'subject': 'McVeagh_of_the_South_Seas'}]","['Harry Carey, born in 1878, wrote, directed and acted in the film McVeagh of the South Seas which was produced by the Progressive Motion Picture Company. Cyril Bruce also directed the movie which was distributed by Alliance Films Corporation.', 'Harry Carey, born in 1878, wrote and directed McVeagh of the South Seas. Cyril Bruce was also a director, while the movie was produced by the Progressive Motion Picture Company and distributed by Alliance Films Corporation.', 'Cyril Bruce and the actor Harry Carey, the latter also being the author, both born in 1878, directed the movie "" McVeagh of the South Seas"" which was produced by the Progressive Motion Picture Company and distributed by Alliance Films Corporation.']","McVeagh of the South Seas was directed by Cyril Bruce and Harry Carey (actor born 1878). Harry Carey (actor born 1878) also served as a writer for the film. The Progressive Motion Picture Company produced the film, which was distributed by Alliance Films Corporation.",0.3184244634836319,0.642727977266856,2.365502119064331
1439,Scientist,4,"[{'object': 'Saint_Petersburg', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': '1703-05-27', 'property': 'foundingDate', 'subject': 'Saint_Petersburg'}, {'object': 'Leningrad,_USSR', 'property': 'birthPlace', 'subject': 'Olga_Bondareva'}, {'object': '1937-04-27', 'property': 'birthDate', 'subject': 'Olga_Bondareva'}]","['Olga Bondareva, born on April 27, 1937 in Soviet Leningrad, died in Saint Petersburg. The city was founded on May 27, 1703.', 'Olga Bondareva who was born on April 27, 1937 in Leningrad, USSR, died in Saint Petersburg which was founded on May 27, 1703.', 'Olga Bondareva was born in Leningrad in the USSR on April 27th 1937. She died in the city of Saint Petersburg which was founded on May 27 1703.']","Olga Bondareva was born in Leningrad, USSR on 27 April 1937. She died in Saint Petersburg. Saint Petersburg was founded on 27 May 1703.",0.4433838910844599,0.6793478260869565,1.742030143737793
1440,City,2,"[{'object': 'Morelos', 'property': 'isPartOf', 'subject': 'Ciudad_Ayala'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala is a part of Morelos, in Mexico.', 'Ciudad Ayala in Morelos is in Mexico.', 'Ciudad Ayala is a part of Morelos which is in the country of Mexico.']","Ciudad Ayala is located in Morelos, Mexico.",0.29071536848410967,0.5808080808080809,0.9335317611694336
1441,MusicalWork,3,"[{'object': ""This'll_Be_My_Year"", 'property': 'precededBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Imagine_(John_Lennon_song)', 'property': 'followedBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Happy_Xmas_(War_Is_Over)', 'property': 'followedBy', 'subject': 'Imagine_(John_Lennon_song)'}]","['Train followed This’ll Be My Year with Mermaid, and then with Imagine, a song written by John Lennon prior to that artist’s release of Happy Xmas (War is Over).', ""The song Mermaid by Train was preceded by the song This'll Be My Year and followed by the release of Imagine by John Lennon performed by Train and then by Happy Xmas (War Is Over)."", ""The Train song Mermaid was preceded by the song This'll be my year. Mermaid was followed by the John Lennon song Imagine. The song Imagine was followed with Happy Xmas (War is Over) by John Lennon.""]","The song ""Mermaid (Train song)"" is preceded by ""This'll Be My Year"" and followed by ""Imagine (John Lennon song)"". ""Imagine (John Lennon song)"" is followed by ""Happy Xmas (War Is Over)"".",0.11035569779632985,0.35757401552170165,2.036055564880371
1442,MusicalWork,1,"[{'object': '54.56', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}]","['Expect a Miracle has a runtime of 54:56.', ""Expect a Miracle's runtime is 54.56."", 'Expect a Miracle has a runtime of 54.56 minutes.']","The movie ""Expect a Miracle"" has a runtime of 54.56 minutes.",0.47987820666906633,0.7519964507542148,1.018143653869629
1443,Scientist,3,"[{'object': 'Saint_Petersburg', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': 'Governor', 'property': 'leaderTitle', 'subject': 'Saint_Petersburg'}, {'object': '1703-05-27', 'property': 'foundingDate', 'subject': 'Saint_Petersburg'}]","['Founded on My 27th 1703, St Petersburg is led by a Governor. Olga Bondareva was a famous resident. Bondareva died in St Petersburg.', 'Saint Petersburg (founded on 1703-05-27) is where Olga Bondareva was a governor and where died.', 'Olga Bondareva died in Saint Petersburg, a city founded in May 27, 1703. Its leader is known as a Governor.']",Olga Bondareva died in Saint Petersburg. Saint Petersburg is led by a Governor and was founded on 27 May 1703.,0.42155030936737276,0.575483870967742,1.4273982048034668
1444,MusicalWork,2,"[{'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}]","['The album Nord was produced by Year of No Light and won the album of the year in the sludge metal genre.', 'The Year of No Light produced album Nord, which is in the sludge metal genre.', 'The sludge metal album Nord was produced by the band Year of No Light.']","The album ""Nord"" by Year of No Light falls under the genre of sludge metal. It was produced by Year of No Light.",0.34808771549778184,0.6783515447334849,1.436621904373169
1445,MeanOfTransportation,2,"[{'object': '1997', 'property': 'productionStartYear', 'subject': 'Pontiac_Rageous'}, {'object': '1997', 'property': 'productionEndYear', 'subject': 'Pontiac_Rageous'}]","['The Pontiac Rageous went into production in 1997 and ended the same year.', 'The Pontiac Rageous was only produced in the year 1997.', 'The Pontiac Rageous was only produced in 1997.']",The Pontiac Rageous was produced from 1997 to 1997.,0.34329452398451965,0.6944444444444445,1.032954454421997
1446,Film,1,"[{'object': 'Michael_Rooker', 'property': 'starring', 'subject': 'Super_Capers'}]","['Super Capers is a film starring Michael Rooker.', 'Super Capers starred Michael Rooker.', 'Michael Rooker played in Super Capers.']",Michael Rooker stars in the movie Super Capers.,0.16515821590069035,0.7193548387096775,0.9178009033203124
1447,Artist,4,"[{'object': 'German_Empire', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': '1908-05-02', 'property': 'birthDate', 'subject': 'Liselotte_Grschebina'}, {'object': 'Karlsruhe', 'property': 'birthPlace', 'subject': 'Liselotte_Grschebina'}, {'object': 'Oberbürgermeister', 'property': 'leaderTitle', 'subject': 'Karlsruhe'}]","['Karlsruhe, led by the ""Oberbürgermeister"", is part of the German Empire. Liselotte Grschebina was born there on May 2, 1908.', 'Liselotte Grschebina was born 1908-05-02 in Karlsruhe (lead by Oberbürgermeister) within the German Empire.', 'Liselotte Grschebina was born in Karlsruhe in the German Empire on May 2, 1908. The leader of Karlsruhe is called the Oberbürgermeister.']","Liselotte Grschebina was born on 2 May 1908 in Karlsruhe, German Empire. Karlsruhe is led by an Oberbürgermeister.",0.19910401453355991,0.5714163237311387,1.640459060668945
1448,Film,2,"[{'object': 'Justin_Whalin', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'writer', 'subject': 'Super_Capers'}]","['Justin Whalin stars in Super Capers, which is written by director Ray Griggs.', 'Super Capers, starring Justin Whalin, is a film written by Ray Griggs.', 'Ray Griggs wrote Super Capers, which stars Justin Whalin.']","Justin Whalin stars in the movie Super Capers, which was written by Ray Griggs.",0.43748114312246444,0.8195066557314995,1.1182944774627686
1449,City,1,"[{'object': 'Governator', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala has a leader called the Governator.', 'In Ciudad Ayala the leader is called the governator.']",The leader of Ciudad Ayala is known as the Governator.,0.13134549472120793,0.6974657995066158,0.9174795150756836
1450,University,4,"[{'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'city', 'subject': 'University_of_Burgundy'}, {'object': 'France', 'property': 'country', 'subject': 'Dijon'}, {'object': 'Unitary_state', 'property': 'governmentType', 'subject': 'France'}]","['The unitary state France is home to the University of Burgundy. The campus is located in Dijon, France.', 'The unitary state of France is home of the University of Burgundy. The university is located in the city of Dijon.', 'The University of Burgundy and its campus is located in the city of Dijon, France. France has a unitary state form of government.']","The University of Burgundy has a campus in Dijon, which is also the city where it is located. Dijon is in France, which is a unitary state.",0.1468729869569207,0.4531876853305425,1.532646417617798
1451,University,6,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Mumbai', 'property': 'location', 'subject': 'All_India_Council_for_Technical_Education'}, {'object': '""Dr. G. P. Prabhukumar""', 'property': 'director', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Bangalore', 'property': 'city', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '2000', 'property': 'established', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'All_India_Council_for_Technical_Education', 'property': 'wasGivenTheTechnicalCampusStatusBy', 'subject': 'Acharya_Institute_of_Technology'}]","['Dr. G.P. Prabhukumar is the director of The Acharya Institute of Technology (est. 2000), located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090. The All India Council for Technical Education in Mumbai gave the status of Technical Campus to the Acharya Institute of Technology in Bangalore.', ""The campus of the Acharya Institute of Technology, designated as a 'Technical Campus' by then All India Council for Technical Education of Mumbai, was established in the year 2000. It is directed by Dr. G. P. Prabhukumar and may be found at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."", 'Dr. G. P. Prabhukumar is the director of the Acharya Institute of Technology, which was established in the year 2000 and is located in the city of Bangalore. The campus address is: Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090. The All India Council for Technical Education, located in Mumbai, was proud to give the Technical Campus status to the Acharya Institute of Technology.']","The Acharya Institute of Technology is located in Bangalore, specifically in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. It was established in 2000 and its director is Dr. G. P. Prabhukumar. The All India Council for Technical Education has given it the technical campus status. The All India Council for Technical Education is located in Mumbai.",0.4363578776719298,0.5963362310189159,3.372309446334839
1452,Film,6,"[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '94.0', 'property': 'runtime', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '282838.0', 'property': 'gross', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cyril_Frankel', 'property': 'director', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[""Released in 1956, the movie It's Great to be Young lasted for 94 minutes and grossed £282,838. The director was Cyril Frankel and Cecil Parker together with John Mills had main roles, whilst Gilbert Taylor was the cinematographer."", 'The 1956 film ""It\'s Great to Be Young"" (1956) stars John Mills and Cecil Parker for 94 minutes in Gilbert Taylor\'s cinematography. Cyril Frankel directed the film, which cost $282,838.', ""It's Great to be young is a 1956 film that is 94 mites long and took in 282,838 pounds at the box office. It was directed by Cyril Frankel and the cinematographer was Gilbert Taylor. The film starred Cecil Parker and John Mills had a main role.""]","""It's Great to Be Young"" (1956 film) is a movie starring John Mills and Cecil Parker. It was directed by Cyril Frankel and had Gilbert Taylor as the cinematographer. The movie has a runtime of 94.0 minutes and grossed 282,838.0.",0.3679279894809515,0.5143866985264836,2.3575563430786133
1453,Monument,2,"[{'object': '""Ottoman Army soldiers killed in the Battle of Baku""', 'property': 'dedicatedTo', 'subject': ""Baku_Turkish_Martyrs'_Memorial""}, {'object': '""Hüseyin Bütüner and Hilmi Güner""', 'property': 'designer', 'subject': ""Baku_Turkish_Martyrs'_Memorial""}]","[""Baku Turkish Martyrs' Memorial is dedicated to the Ottoman Army soldiers killed in the Battle of Baku, which was designed by Hüseyin Bütüner and Hilmi Güner."", 'The Baku Turkish Martyrs Memorial designed by Huseyin Butuner and Hilmi Guner has been dedicated to Ottoman Army soldiers killed in the Battle of Baku.', ""The Baku Turkish Martyrs' Memorial is dedicated to the Ottoman Army Soldiers killed in the Battle of Baku designed by Hüseyin Bütüner and Hilmi Güner.""]",The Baku Turkish Martyrs' Memorial is dedicated to the Ottoman Army soldiers killed in the Battle of Baku. It was designed by Hüseyin Bütüner and Hilmi Güner.,0.8985396083419646,0.9501763668430336,1.829185009002685
1454,MeanOfTransportation,1,"[{'object': 'Coupe', 'property': 'bodyStyle', 'subject': 'Pontiac_Rageous'}]","['The Pontiac Rageous was a car with a coupe body style.', 'The Pontiac Rageous has a coupe body style.', 'The Pontiac Rageous is a coupe.']",The Pontiac Rageous has a body style of Coupe.,0.4671379777282001,0.7270233196159123,0.9241864681243896
